name,openset
WF012_3NT,"Video Cues: Gaze shifts downward and to the side, occasional blinks, lips slightly parted during speech, no visible self-touching or fidgeting, neutral facial expression with subtle eyebrow movement.; Audio Cues: Prosody/Timing: speech rate varies with pauses between phrases, hesitations before key negative descriptors; rhythm is uneven due to emotional emphasis. Voice quality/Tension: pitch variation is noticeable during emotional peaks, loudness/energy increases during a descriptive phrase; breathiness present during longer sentences, tremor/shakiness detectable in moments of frustration.; Reasoning: Visual evidence shows some gaze shifts or downward glances, subtle mouth or jaw movement, an absence of visible self-touching or fidgeting. Audio evidence shows pitch variation without marked instability. Taken together, the cross-modal evidence remains non-specific and does not provide strong support for deception, so the overall balance stays more compatible with a truthful prediction.; Prediction: truthful."
WM016_1PT,"Video Cues: Intermittent downward and sideward gaze shifts are visible; lips slightly parted with subtle jaw movement; there are no visible self-touching or fidgeting behaviors; a mostly still head position is observed with slight tilts; a neutral facial expression is maintained with minimal micro-expressions.; Audio Cues: Timing and prosody: speech rate is moderately fast with frequent pauses and hesitations; rhythm is uneven with multiple fillers. Vocal quality/tension: a moderate degree of pitch variation can be heard with some instability; the loudness/energy level stays consistent but with occasional breathiness and slight tremor in voice.; Reasoning: The visual channel contributes some gaze shifts or downward glances, subtle mouth or jaw movement, an absence of visible self-touching or fidgeting, while the audio channel contributes timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability, relatively consistent loudness or energy. When the visual and audio observations are considered together, they do not form a strong cross-modal deception pattern, so the evidence still leans toward a truthful prediction.; Prediction: truthful."
WF013_3NT,"Video Cues: Gaze shifts slightly downward and to the side while speaking; lips move with speech; no visible self-touching or fidgeting; facial expression remains relatively neutral with slight eyebrow movement; head position mostly stable with minor tilts.; Audio Cues: Prosody/Timing: speech rate varied with pauses and hesitations; rhythm was uneven with fillers. Voice quality/Tension: pitch variation was present; loudness/energy fluctuated; breathiness noted; tremor/shakiness is not observed; strain/tension present; voice breaks are not observed.; Reasoning: Visual evidence shows an absence of visible self-touching or fidgeting. Audio evidence shows timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation without marked instability, no clear tremor or shakiness, no clear voice breaks. Taken together, the cross-modal evidence remains non-specific and does not provide strong support for deception, so the overall balance stays more compatible with a truthful prediction.; Prediction: truthful."
WM022_3NT,"Video Cues: Gaze shifts downward and to the side, occasional blinks, a slight head tilt is visibles, lips parted during speech, no visible self-touching or fidgeting is present, facial expression remains relatively neutral with subtle eyebrow movement.; Audio Cues: Prosody and timing: speech rate varies and includes pauses and hesitations; the rhythm is uneven with fillers and self-repairs. Voice quality and tension: pitch variation is evident and somewhat unstable; loudness and energy fluctuate with breathiness and strain/tension.; Reasoning: From the visual channel, the main cues are some gaze shifts or downward glances, an absence of visible self-touching or fidgeting, limited head movement or mild tilts. From the audio channel, the main cues are timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability, fluctuating loudness or energy. Across modalities, these cues can reflect ordinary formulation and mild monitoring rather than a clear deceptive pattern, leaving the overall evidence more consistent with a truthful prediction.; Prediction: truthful."
WF024_3NT,"Video Cues: Gaze shifts downward and to the side intermittently; eyelids blink at a moderate rate; lips part slightly during speech; no visible self-touching or fidgeting; head remains mostly still with slight forward tilts; facial expression remains relatively neutral with subtle mouth movements.; Audio Cues: Prosody/Timing: speech rate varies with pauses and hesitations; rhythm is uneven with fillers and self-repairs. Voice quality/Tension: pitch variation is unstable with loudness/energy fluctuating; breathiness and tremor/shakiness are present, indicating strain/tension and voice breaks.; Reasoning: Visual evidence shows some gaze shifts or downward glances, an absence of visible self-touching or fidgeting, limited head movement or mild tilts. Audio evidence shows timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability. Taken together, the cross-modal evidence remains non-specific and does not provide strong support for deception, so the overall balance stays more compatible with a truthful prediction.; Prediction: truthful."
WF012_2NL,"Video Cues: Gaze shifts sideways and downward, eyelids slightly lowered, lips parted mid-movement, no visible self-touching or fidgeting, head remains mostly still with slight forward tilt, facial muscles appear relaxed without overt tension or emotional display.; Audio Cues: Prosody/Timing: speech rate varies with pauses and hesitations; rhythm is uneven with fillers. Voice quality/Tension: pitch variation is present with instability; loudness/energy fluctuates with breathiness and strain/tension.; Reasoning: Visual evidence shows an absence of visible self-touching or fidgeting, limited head movement or mild tilts. Audio evidence shows timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability, fluctuating loudness or energy. Taken together, the visual and audio cues show a weak-to-moderate cross-modal pattern of monitoring or load, so the overall balance remains more compatible with a deceptive prediction.; Prediction: deceptive."
BM020_3NT,"Video Cues: Gaze shifts slightly downward and to the side intermittently; lips move with speech; there are no visible self-touching or fidgeting behaviors; facial expression remains relatively neutral with slight mouth movements during speech.; Audio Cues: Timing and prosody: speech rate varies with pauses between phrases, hesitations before key complaints; rhythm is uneven due to interruptions in thought flow. Vocal quality/tension: pitch variation is unstable with rising inflection during frustration, loudness/energy increases during critical points; noticeable breathiness is present during emotional peaks, strain/tension is noticeable in vocal delivery.; Reasoning: The visual channel contributes an absence of visible self-touching or fidgeting, while the audio channel contributes timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability, audible breathiness. When the visual and audio observations are considered together, they do not form a strong cross-modal deception pattern, so the evidence still leans toward a truthful prediction.; Prediction: truthful."
WF005_4PL,"Video Cues: Eye contact is maintained with occasional downward glances; blink rate is moderate; no visible self-touching or fidgeting is present; facial expression remains relatively neutral with slight mouth movement during apparent speech.; Audio Cues: Prosody and timing: speech rate varies and includes pauses and hesitations; rhythm is uneven due to fillers are present and a phrase. Voice quality and tension: pitch variation is evident with upward inflections; loudness and energy fluctuate with emphasis on positive traits; noticeable breathiness is present during pauses; no strain or tension is observed; no voice breaks are observed.; Reasoning: From the visual channel, the main cues are some gaze shifts or downward glances, an absence of visible self-touching or fidgeting. From the audio channel, the main cues are timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation without marked instability, fluctuating loudness or energy, audible breathiness. Across modalities, the combined cues are more compatible with monitored or strategically managed responding than with fully relaxed delivery, which leaves the evidence leaning toward a deceptive prediction.; Prediction: deceptive."
WM027_1PT,"Video Cues: The gaze intermittently drops downward and to the side; eyelids blink at moderate rate; the lips are slightly parted with visible jaw movement; no visible self-touching or fidgeting is present; the head remains mostly still with slight forward tilt; the facial expression remains neutral with minimal micro-expressions.; Audio Cues: Prosody and timing: speech rate varies with pauses between clauses, hesitations marked by a phrase and a phrase before phrase boundaries; rhythm is uneven with self-repairs in phrasing. Voice quality and tension: pitch variation is moderate with upward inflection on positive traits, loudness/energy remains consistent but dips slightly during pauses; breathiness is present during longer pauses, no tremor or shakiness is observed, no strain or tension is observed, no voice breaks are observed.; Reasoning: From the visual channel, the main cues are subtle mouth or jaw movement, an absence of visible self-touching or fidgeting, limited head movement or mild tilts. From the audio channel, the main cues are pitch variation without marked instability, relatively consistent loudness or energy, audible breathiness, no clear vocal strain or tension. Across modalities, these cues can reflect ordinary formulation and mild monitoring rather than a clear deceptive pattern, leaving the overall evidence more consistent with a truthful prediction.; Prediction: truthful."
WF003_2NL,"Video Cues: Gaze shifts sideways and downward frequently, eyelids occasionally lower, lips slightly parted during speech, no visible self-touching or fidgeting, head remains mostly steady with minor tilts.; Audio Cues: Prosody/Timing: speech rate varies with pauses and hesitations; rhythm is uneven with fillers and self-repairs. Voice quality/Tension: pitch variation is present with instability; loudness/energy fluctuates; breathiness is noticeable; tremor/shakiness is not observed; strain/tension is not observed; voice breaks are not observed.; Reasoning: Visual evidence shows subtle mouth or jaw movement, an absence of visible self-touching or fidgeting. Audio evidence shows timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability, fluctuating loudness or energy, audible breathiness. Taken together, the visual and audio cues show a weak-to-moderate cross-modal pattern of monitoring or load, so the overall balance remains more compatible with a deceptive prediction.; Prediction: deceptive."
WF009_3NT,"Video Cues: Gaze shifts slightly downward and to the side intermittently; eyelids blink at moderate rate; lips move with speech; no visible self-touching or fidgeting is present; facial expression remains relatively neutral with slight mouth tension during speech.; Audio Cues: Reliable audio evidence is unavailable; Reasoning: From the visual channel, the main cues are an absence of visible self-touching or fidgeting. From the audio channel, the main cues are limited vocal evidence. Across modalities, these cues can reflect ordinary formulation and mild monitoring rather than a clear deceptive pattern, leaving the overall evidence more consistent with a truthful prediction.; Prediction: truthful."
WM026_3NT,"Video Cues: Gaze shifts downward and to the side, occasional blinks, lips slightly parted with jaw movement, head tilts subtly, no visible self-touching or fidgeting, facial expression remains relatively neutral with slight mouth tension.; Audio Cues: Prosody/Timing: speech rate is fast with frequent pauses and hesitations; rhythm is uneven with interruptions and self-repairs. Voice quality/Tension: pitch variation is unstable with frequent rises in tone; loudness/energy is high with strain/tension evident in vocal delivery.; Reasoning: Visual evidence shows some gaze shifts or downward glances, subtle mouth or jaw movement, an absence of visible self-touching or fidgeting. Audio evidence shows timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability. Taken together, the cross-modal evidence remains non-specific and does not provide strong support for deception, so the overall balance stays more compatible with a truthful prediction.; Prediction: truthful."
WM014_4PL,"Video Cues: Gaze frequently shifts downward and to the sides; eyelids blink at a moderate rate; mouth moves with speech; there are no visible self-touching or fidgeting behaviors; a mostly still head position is observed with slight nods; facial expression appears neutral to mildly engaged.; Audio Cues: Timing and prosody: speech rate fluctuates, with pauses and hesitations; uneven rhythm is accompanied by fillers. Vocal quality/tension: pitch variation can be heard; there are fluctuations in loudness/energy; breathiness can be heard; strain/tension is absent; no voice breaks are present.; Reasoning: The visual channel contributes an absence of visible self-touching or fidgeting, while the audio channel contributes timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation without marked instability, fluctuating loudness or energy, audible breathiness. Considering both modalities together, the cue pattern is not decisive on its own but still aligns more with a deceptive than a truthful prediction.; Prediction: deceptive."
BM027_1PT,"Video Cues: Eye contact is maintained with occasional downward glances; lips move with speech; no visible self-touching or fidgeting is present; head nods slightly; facial expression shifts from neutral to slight smile; no discernible tension in posture or shoulders.; Audio Cues: Prosody and timing: speech rate varies and includes pauses and hesitations; the rhythm is uneven with fillers and self-repairs. Voice quality and tension: pitch variation is evident and somewhat unstable; loudness and energy fluctuate with breathiness and strain/tension.; Reasoning: From the visual channel, the main cues are some gaze shifts or downward glances, an absence of visible self-touching or fidgeting. From the audio channel, the main cues are timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability, fluctuating loudness or energy. Across modalities, these cues can reflect ordinary formulation and mild monitoring rather than a clear deceptive pattern, leaving the overall evidence more consistent with a truthful prediction.; Prediction: truthful."
BM020_4PL,"Video Cues: Gaze remains mostly forward with slight downward glances; no noticeable self-adaptors or fidgeting; facial expression is neutral with lips slightly parted during mouth movement; head position is stable with minimal motion.; Audio Cues: Prosody/Timing: speech rate varies with pauses and hesitations; rhythm is uneven with fillers; interruptions and self-repairs observed. Voice quality/Tension: pitch variation is present; loudness/energy fluctuates; breathiness noted; tremor/shakiness is not observed; strain/tension is not observed; voice breaks not observed.; Reasoning: Visual evidence shows some gaze shifts or downward glances, subtle mouth or jaw movement. Audio evidence shows timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation without marked instability, fluctuating loudness or energy, no clear vocal strain or tension. Taken together, the visual and audio cues show a weak-to-moderate cross-modal pattern of monitoring or load, so the overall balance remains more compatible with a deceptive prediction.; Prediction: deceptive."
BM012_1PT,"Video Cues: Gaze shifts slightly left and right with occasional downward glances; lips move with jaw motion; there are no visible self-touching or fidgeting behaviors; a mostly still head position is observed with slight forward tilt; a neutral facial expression is maintained with minimal micro-expressions.; Audio Cues: Timing and prosody: speech rate fluctuates, with pauses and hesitations; uneven rhythm is accompanied by fillers. Vocal quality/tension: pitch variation can be heard; there are fluctuations in loudness/energy; breathiness can be heard; no tremor/shakiness is present; strain/tension is absent; no voice breaks are present.; Reasoning: The visual channel contributes some gaze shifts or downward glances, subtle mouth or jaw movement, an absence of visible self-touching or fidgeting, while the audio channel contributes timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation without marked instability, fluctuating loudness or energy, audible breathiness. When the visual and audio observations are considered together, they do not form a strong cross-modal deception pattern, so the evidence still leans toward a truthful prediction.; Prediction: truthful."
WF021_4PL,"Video Cues: Gaze shifts downward and to the side, occasional blinks, lips slightly parted, no visible self-touching or fidgeting, neutral to slightly tense facial expression, head mostly still with minor tilts.; Audio Cues: Prosody/Timing: speech rate varies with pauses between phrases, hesitations like a phrase and a phrase indicate rhythm shifts; fillers such as a phrase appear frequently. Voice quality/Tension: pitch variation is moderate with stability in tone, loudness/energy remains consistent without vocal strain, breathiness is present during pauses, tremor/shakiness is not observed; voice breaks are not observed.; Reasoning: Visual evidence shows some gaze shifts or downward glances, subtle mouth or jaw movement, an absence of visible self-touching or fidgeting. Audio evidence shows timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation without marked instability, relatively consistent loudness or energy, audible breathiness. Taken together, the visual and audio cues show a weak-to-moderate cross-modal pattern of monitoring or load, so the overall balance remains more compatible with a deceptive prediction.; Prediction: deceptive."
WM006_2NL,"Video Cues: Gaze shifts downward and to the sides intermittently; lips slightly parted with jaw movement; no visible self-touching or fidgeting; head remains mostly still with slight forward tilts; facial expression shows mild tension around the eyes and forehead.; Audio Cues: Prosody/Timing: speech rate varies with pauses and hesitations; rhythm is uneven with fillers. Voice quality/Tension: pitch variation is present with moments of instability; loudness/energy fluctuates with breathiness and strain/tension observed.; Reasoning: Visual evidence shows some gaze shifts or downward glances, subtle mouth or jaw movement, an absence of visible self-touching or fidgeting. Audio evidence shows timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability, fluctuating loudness or energy. Taken together, the visual and audio cues show a weak-to-moderate cross-modal pattern of monitoring or load, so the overall balance remains more compatible with a deceptive prediction.; Prediction: deceptive."
BM009_2NL,"Video Cues: Intermittent downward and sideward gaze shifts are visible; slight lip parting appears together with jaw movement; subtle head tilts are visible; there are no visible self-touching or fidgeting behaviors; facial expression remains relatively neutral with slight eyebrow raise.; Audio Cues: Timing and prosody: speech rate fluctuates, with pauses and hesitations; uneven rhythm is accompanied by fillers. Vocal quality/tension: noticeable pitch variation with some instability is present; there are fluctuations in loudness/energy with breathiness and strain/tension.; Reasoning: The visual channel contributes some gaze shifts or downward glances, subtle mouth or jaw movement, an absence of visible self-touching or fidgeting, while the audio channel contributes timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability, fluctuating loudness or energy. Considering both modalities together, the cue pattern is not decisive on its own but still aligns more with a deceptive than a truthful prediction.; Prediction: deceptive."
WF002_3NT,"Video Cues: Intermittent downward and sideward gaze shifts are visible; eyelids blink at moderate rate; lips move with speech; there are no visible self-touching or fidgeting behaviors; facial expression remains relatively neutral with slight smiles; a mostly still head position is observed with minor tilts.; Audio Cues: Timing and prosody: speech rate fluctuates, with pauses and hesitations; uneven rhythm is accompanied by fillers are present; Vocal quality/tension: noticeable pitch variation with some instability is present; there are fluctuations in loudness/energy with moments of strain/tension; breathiness can be heard during pauses; no tremor/shakiness is present; no voice breaks are present.; Reasoning: The visual channel contributes some gaze shifts or downward glances, an absence of visible self-touching or fidgeting, while the audio channel contributes timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability, fluctuating loudness or energy, audible breathiness. When the visual and audio observations are considered together, they do not form a strong cross-modal deception pattern, so the evidence still leans toward a truthful prediction.; Prediction: truthful."
BM005_2NL,"Video Cues: Gaze shifts downward and to the side, frequent blinking, mouth slightly parted with jaw movement, hand briefly covers face near glasses, head tilts slightly, posture appears relaxed with no visible tension or fidgeting.; Audio Cues: Prosody and timing: speech rate varies and includes pauses and hesitations; the rhythm is uneven with fillers and self-repairs. Voice quality and tension: pitch variation is unstable; loudness and energy fluctuate; breathiness is present; strain/tension is noticeable.; Reasoning: From the visual channel, the main cues are some gaze shifts or downward glances, subtle mouth or jaw movement, limited head movement or mild tilts. From the audio channel, the main cues are timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability, fluctuating loudness or energy, audible breathiness. Across modalities, the combined cues are more compatible with monitored or strategically managed responding than with fully relaxed delivery, which leaves the evidence leaning toward a deceptive prediction.; Prediction: deceptive."
WM002_1PT,"Video Cues: Gaze shifts slightly downward and to the sides; lips move with mouth opening/closing; no visible self-adaptors or fidgeting; facial expression remains relatively neutral with slight mouth tension; head position mostly stable with minor tilts.; Audio Cues: Prosody and timing: speech rate varies and includes pauses and hesitations; the rhythm is uneven with fillers. Voice quality and tension: pitch variation is evident; loudness and energy fluctuate; noticeable breathiness is present; no strain or tension is observed; no voice breaks are observed.; Reasoning: From the visual channel, the main cues are limited nonverbal cues. From the audio channel, the main cues are timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation without marked instability, fluctuating loudness or energy, audible breathiness. Across modalities, these cues can reflect ordinary formulation and mild monitoring rather than a clear deceptive pattern, leaving the overall evidence more consistent with a truthful prediction.; Prediction: truthful."
WF019_1PT,"Video Cues: The gaze intermittently drops downward and to the side; eyelids blink at a moderate rate; lips part slightly during speech; no visible self-touching or fidgeting is present; facial expression remains generally neutral with slight smiling; the head remains mostly still with minor forward tilts.; Audio Cues: Prosody and timing: speech rate varies with some pauses between clauses, rhythm is somewhat uneven with hesitations before phrase boundaries connectors; Voice quality and tension: pitch variation is moderate with slight upward inflection at ends of phrases, loudness/energy remains consistently medium with no notable strain or tremor observed.; Reasoning: From the visual channel, the main cues are an absence of visible self-touching or fidgeting, limited head movement or mild tilts. From the audio channel, the main cues are pitch variation without marked instability, relatively consistent loudness or energy. Across modalities, these cues can reflect ordinary formulation and mild monitoring rather than a clear deceptive pattern, leaving the overall evidence more consistent with a truthful prediction.; Prediction: truthful."
WF016_3NT,"Video Cues: Gaze frequently shifts downward and to the sides, eyelids blink at a moderate rate, lips move with speech, no visible self-touching or fidgeting is present, facial expression transitions from neutral to slight smile, the head remains mostly still with minor tilts.; Audio Cues: Prosody and timing: speech rate varies with frequent pauses and hesitations; rhythm is uneven due to fillers. Voice quality and tension: pitch variation is unstable with occasional strain; loudness fluctuates with breathiness noted during longer pauses.; Reasoning: From the visual channel, the main cues are an absence of visible self-touching or fidgeting, limited head movement or mild tilts. From the audio channel, the main cues are timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability. Across modalities, these cues can reflect ordinary formulation and mild monitoring rather than a clear deceptive pattern, leaving the overall evidence more consistent with a truthful prediction.; Prediction: truthful."
WM001_PT,"Video Cues: Gaze shifts sideways and downward, eyelids partially lowered, lips slightly parted during speech, no visible self-touching or fidgeting is present, the head remains mostly still with minor tilts.; Audio Cues: Prosody and timing: speech rate is moderate and includes occasional pauses, hesitations present; rhythm is somewhat uneven with self-repairs. Voice quality and tension: pitch variation is stable, loudness/energy remains consistent; breathiness is present, no tremor or shakiness is observed; no strain or tension is observed, no voice breaks are observed.; Reasoning: From the visual channel, the main cues are subtle mouth or jaw movement, an absence of visible self-touching or fidgeting, limited head movement or mild tilts. From the audio channel, the main cues are timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation without marked instability, relatively consistent loudness or energy, audible breathiness. Across modalities, these cues can reflect ordinary formulation and mild monitoring rather than a clear deceptive pattern, leaving the overall evidence more consistent with a truthful prediction.; Prediction: truthful."
WM017_2NL,"Video Cues: The gaze stays largely forward with occasional downward glances; lips move with mouth opening/closing; no visible self-touching, fidgeting, or tension; facial expression shifts from neutral to broad smile with teeth visible, accompanied by a slight head tilt is visible.; Audio Cues: Prosody and timing: speech rate varies with pauses between phrases, hesitations marked by a phrase fillers; rhythm disrupted by self-repairs in sentence structure. Voice quality and tension: pitch variation increases during emotional peaks, loudness/energy rises during a descriptive phrase; breathiness noticeable during pauses, tremor/shakiness in voice breaks when expressing annoyance.; Reasoning: From the visual channel, the main cues are some gaze shifts or downward glances, an absence of visible self-touching or fidgeting, limited head movement or mild tilts. From the audio channel, the main cues are timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation without marked instability. Across modalities, the combined cues are more compatible with monitored or strategically managed responding than with fully relaxed delivery, which leaves the evidence leaning toward a deceptive prediction.; Prediction: deceptive."
WM011_1PT,"Video Cues: Gaze shifts downward and to the side, occasional blinks, the head shows a slight tilts, lips slightly parted, there are no visible self-touching or fidgeting behaviors, neutral facial expression with minimal micro-movements.; Audio Cues: Timing and prosody: speech rate fluctuates, with pauses and hesitations; uneven rhythm is accompanied by fillers and self-repairs. Vocal quality/tension: pitch variation can be heard with moments of stability; there are fluctuations in loudness/energy with breathiness and strain/tension observed.; Reasoning: The visual channel contributes some gaze shifts or downward glances, subtle mouth or jaw movement, an absence of visible self-touching or fidgeting, while the audio channel contributes timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation without marked instability, fluctuating loudness or energy. When the visual and audio observations are considered together, they do not form a strong cross-modal deception pattern, so the evidence still leans toward a truthful prediction.; Prediction: truthful."
BM017_1PT,"Video Cues: Gaze shifts downward and to the side, frequent blinking, the head shows a slight tilts, lips parted during speech, there are no visible self-touching or fidgeting behaviors, facial expression remains relatively neutral with subtle eyebrow raises.; Audio Cues: Timing and prosody: speech rate fluctuates, with pauses and hesitations; uneven rhythm is accompanied by fillers. Vocal quality/tension: pitch variation can be heard; there are fluctuations in loudness/energy; breathiness can be heard; strain/tension is absent; no voice breaks are present.; Reasoning: The visual channel contributes some gaze shifts or downward glances, an absence of visible self-touching or fidgeting, while the audio channel contributes timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation without marked instability, fluctuating loudness or energy, audible breathiness. When the visual and audio observations are considered together, they do not form a strong cross-modal deception pattern, so the evidence still leans toward a truthful prediction.; Prediction: truthful."
BM015_2NL,"Video Cues: Direct eye contact maintained throughout, minimal blinking, slight head nods, no visible self-touching or fidgeting, facial expression remains relatively neutral with subtle mouth movements during apparent speech.; Audio Cues: Prosody/Timing: speech rate varies with pauses and hesitations; rhythm is uneven with interruptions and self-repairs. Voice quality/Tension: pitch variation is unstable with loudness/energy fluctuating; breathiness and strain/tension are present, with voice breaks noted.; Reasoning: Visual evidence shows largely forward or steady gaze, limited blinking, an absence of visible self-touching or fidgeting. Audio evidence shows timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability. Taken together, the visual and audio cues show a weak-to-moderate cross-modal pattern of monitoring or load, so the overall balance remains more compatible with a deceptive prediction.; Prediction: deceptive."
WM019_1PT,"Video Cues: Gaze shifts downward and to the side, occasional blinks, the lips are slightly parted with visible jaw movement, no visible self-touching or fidgeting is present, the head remains mostly still with slight downward tilt.; Audio Cues: Prosody and timing: speech rate varies and includes pauses and hesitations; the rhythm is uneven with fillers and self-repairs. Voice quality and tension: pitch variation is evident and somewhat unstable; loudness and energy fluctuate; noticeable breathiness is present; no tremor or shakiness is observed; no strain or tension is observed; no voice breaks are observed.; Reasoning: From the visual channel, the main cues are some gaze shifts or downward glances, subtle mouth or jaw movement, an absence of visible self-touching or fidgeting. From the audio channel, the main cues are timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability, fluctuating loudness or energy, audible breathiness. Across modalities, these cues can reflect ordinary formulation and mild monitoring rather than a clear deceptive pattern, leaving the overall evidence more consistent with a truthful prediction.; Prediction: truthful."
WM005_2NL,"Video Cues: Gaze shifts downward and to the side, occasional blinks, slight lip parting appears together with jaw movement, hand briefly touches temple, head tilts slightly, an upright posture is maintained but shoulders appear tense.; Audio Cues: Timing and prosody: speech rate fluctuates, with pauses and hesitations; uneven rhythm is accompanied by fillers and self-repairs. Vocal quality/tension: pitch variation is unstable; there are fluctuations in loudness/energy; noticeable breathiness is present; tremor/shakiness is noticeable; strain/tension is evident; voice breaks occur.; Reasoning: The visual channel contributes some gaze shifts or downward glances, subtle mouth or jaw movement, limited head movement or mild tilts, while the audio channel contributes timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability, fluctuating loudness or energy, audible breathiness. Considering both modalities together, the cue pattern is not decisive on its own but still aligns more with a deceptive than a truthful prediction.; Prediction: deceptive."
WF013_2NL,"Video Cues: Gaze shifts slightly downward and to the side while speaking; lips move with speech; no visible self-touching or fidgeting; facial expression remains relatively neutral with slight eyebrow movement; head position mostly stable with minor tilts.; Audio Cues: Prosody/Timing: speech rate varies with pauses between clauses, hesitations marked by a phrase fillers; rhythm is uneven due to self-repairs in phrasing. Voice quality/Tension: pitch variation is moderate with slight instability during emotional emphasis; loudness/energy fluctuates, with breathiness noticeable during longer sentences and strain/tension perceptible in repeated negative descriptors.; Reasoning: Visual evidence shows an absence of visible self-touching or fidgeting. Audio evidence shows timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability, fluctuating loudness or energy. Taken together, the visual and audio cues show a weak-to-moderate cross-modal pattern of monitoring or load, so the overall balance remains more compatible with a deceptive prediction.; Prediction: deceptive."
WM019_4PL,"Video Cues: Gaze shifts downward and to the side, occasional blinks, mouth moving with speech, head slightly tilted, there are no visible self-touching or fidgeting behaviors, neutral to slightly engaged facial expression.; Audio Cues: Timing and prosody: speech rate fluctuates, with pauses and hesitations; uneven rhythm is accompanied by fillers. Vocal quality/tension: pitch variation can be heard; there are fluctuations in loudness/energy; breathiness can be heard; no tremor/shakiness is present; strain/tension is absent; no voice breaks are present.; Reasoning: The visual channel contributes some gaze shifts or downward glances, an absence of visible self-touching or fidgeting, while the audio channel contributes timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation without marked instability, fluctuating loudness or energy, audible breathiness. Considering both modalities together, the cue pattern is not decisive on its own but still aligns more with a deceptive than a truthful prediction.; Prediction: deceptive."
WF016_2NL,"Video Cues: Gaze shifts downward and to the sides, frequent blinks, forehead wrinkling, the head shows a slight tilts, and mouth movements synchronized with speech; there are no visible self-touching or fidgeting behaviors observed.; Audio Cues: Reliable audio evidence is unavailable; Reasoning: The visual channel contributes some gaze shifts or downward glances, an absence of visible self-touching or fidgeting, mild facial tension or small facial adjustments, while the audio channel contributes limited vocal evidence. Considering both modalities together, the cue pattern is not decisive on its own but still aligns more with a deceptive than a truthful prediction.; Prediction: deceptive."
WF005_2NL,"Video Cues: Gaze shifts slightly downward and to the side at intervals, eyelids blink at a moderate rate, lips move with jaw motion, no visible self-touching or fidgeting, head remains mostly still with minor tilts, facial expression appears neutral to slightly engaged.; Audio Cues: Prosody/Timing: speech rate varies with pauses between phrases, hesitations before phrase boundaries, rhythm is uneven with interruptions in flow, fillers include a phrase and a phrase, self-repairs are not observed; Voice quality/Tension: pitch variation is unstable with upward inflections on complaints, loudness/energy is high with emphasis on negative descriptors, breathiness is present during longer sentences, tremor/shakiness is not observed, strain/tension is noticeable in tone during expressions of frustration, voice breaks not observed.; Reasoning: Visual evidence shows subtle mouth or jaw movement, an absence of visible self-touching or fidgeting, limited head movement or mild tilts. Audio evidence shows timing disruptions such as pauses, hesitations, fillers, or uneven rhythm, pitch variation with some instability, audible breathiness, no clear tremor or shakiness. Taken together, the visual and audio cues show a weak-to-moderate cross-modal pattern of monitoring or load, so the overall balance remains more compatible with a deceptive prediction.; Prediction: deceptive."
